9.153617,0.1686349,0.8192639,0.2337004,0.1674083,0.7843047,0.2694264,INPUT
9.186092,0.167396,0.8193939,0.2337428,0.1661969,0.7844644,0.2694988,INPUT
9.210314,0.1665244,0.8190523,0.2339635,0.165999,0.7839683,0.2695842,INPUT
9.241252,0.1663285,0.8190686,0.2341223,0.1660812,0.7839498,0.2697118,INPUT
9.267685,0.1661387,0.8192573,0.2340392,0.1659634,0.7841812,0.2696712,INPUT
9.298932,0.1658319,0.8199926,0.2332988,0.1652837,0.7851248,0.2691308,INPUT
9.323187,0.1657484,0.821127,0.2322805,0.1650397,0.7865015,0.268344,INPUT
9.348971,0.1664195,0.8224416,0.231278,0.1657501,0.7880404,0.2675563,INPUT
9.373101,0.1669512,0.8240331,0.23035,0.1661508,0.7898763,0.2668557,INPUT
9.398461,0.167078,0.8260292,0.2300744,0.1657661,0.7920582,0.2667385,INPUT
9.431813,0.1662297,0.8281456,0.2313043,0.1643643,0.7941813,0.2679506,INPUT
9.459618,0.1656131,0.8319927,0.2342928,0.1628668,0.7979187,0.2707815,INPUT
9.482346,0.1662944,0.8363887,0.2362712,0.1629651,0.8024752,0.2728606,INPUT
9.505879,0.1661901,0.8423494,0.2378875,0.1623808,0.8088671,0.2748256,INPUT
9.528623,0.1651866,0.8512382,0.2384269,0.1610541,0.8186371,0.276111,INPUT
9.553983,0.1617717,0.8610901,0.2386112,0.1577842,0.8295045,0.2771658,INPUT
9.586068,0.1560077,0.8725399,0.2400469,0.1529206,0.8418509,0.2793999,INPUT
9.60677,0.1471218,0.8873426,0.2432786,0.1445292,0.8575809,0.2833724,INPUT
9.629977,0.1413352,0.8973392,0.2462551,0.1382094,0.8680892,0.2866861,INPUT
9.652172,0.1349494,0.9081544,0.2502334,0.1309305,0.8793105,0.2908767,INPUT
9.677945,0.127562,0.9192214,0.2537522,0.1231718,0.8908718,0.2947037,INPUT
9.699729,0.1184548,0.9314989,0.2565123,0.1141514,0.9038269,0.2979338,INPUT
9.722252,0.1067626,0.9445233,0.2592213,0.1027323,0.9177083,0.3012298,INPUT
9.742959,0.09554215,0.9568664,0.261497,0.09126403,0.9309534,0.3040436,INPUT
