11.6019,-0.4643429,1.083828,-1.77274,-0.4643429,1.083828,-1.77274,INPUT
11.64093,-0.4640617,1.083556,-1.771773,-0.4640617,1.083556,-1.771773,INPUT
11.69678,-0.4630248,1.084679,-1.772868,-0.4630248,1.084679,-1.772868,INPUT
11.73079,-0.4600711,1.087205,-1.775038,-0.4600711,1.087205,-1.775038,INPUT
11.78372,-0.460048,1.086851,-1.774548,-0.460048,1.086851,-1.774548,INPUT
11.82602,-0.4624566,1.086098,-1.775422,-0.4624566,1.086098,-1.775422,INPUT
11.87103,-0.4612221,1.087054,-1.776275,-0.4612221,1.087054,-1.776275,INPUT
11.90186,-0.4588267,1.087072,-1.77567,-0.4588267,1.087072,-1.77567,INPUT
11.94613,-0.4592474,1.087895,-1.77654,-0.4592474,1.087895,-1.77654,INPUT
11.98441,-0.4577697,1.088574,-1.776578,-0.4577697,1.088574,-1.776578,INPUT
12.03619,-0.4575002,1.088514,-1.77619,-0.4575002,1.088514,-1.77619,INPUT
12.07565,-0.4581979,1.088402,-1.776164,-0.4581979,1.088402,-1.776164,INPUT
12.1119,-0.4586487,1.088323,-1.775867,-0.4586487,1.088323,-1.775867,INPUT
12.14225,-0.4593612,1.087692,-1.775426,-0.4593612,1.087692,-1.775426,INPUT
12.19285,-0.4598903,1.087609,-1.775381,-0.4598903,1.087609,-1.775381,INPUT
12.22336,-0.4609037,1.08701,-1.774792,-0.4609037,1.08701,-1.774792,INPUT
12.27243,-0.4600971,1.086738,-1.774006,-0.4600971,1.086738,-1.774006,INPUT
12.31574,-0.4596208,1.086691,-1.773519,-0.4596208,1.086691,-1.773519,INPUT
12.37291,-0.4600496,1.086629,-1.773462,-0.4600496,1.086629,-1.773462,INPUT
12.40833,-0.4592021,1.087179,-1.773506,-0.4592021,1.087179,-1.773506,INPUT
12.44397,-0.4593377,1.08702,-1.773363,-0.4593377,1.08702,-1.773363,INPUT
12.47576,-0.4604267,1.087382,-1.774663,-0.4604267,1.087382,-1.774663,INPUT
12.53448,-0.4636412,1.087618,-1.77696,-0.4636412,1.087618,-1.77696,INPUT
12.53448,-0.4636412,1.087618,-1.77696,-0.4636412,1.087618,-1.77696,TRIGGER
12.5755,-0.4670275,1.086495,-1.778693,-0.4670275,1.086495,-1.778693,INPUT
12.60849,-0.4688896,1.085767,-1.778892,-0.4688896,1.085767,-1.778892,INPUT
12.64307,-0.4678744,1.085744,-1.778468,-0.4678744,1.085744,-1.778468,INPUT
12.69547,-0.4649548,1.085742,-1.776679,-0.4649548,1.085742,-1.776679,INPUT
12.74082,-0.4634196,1.085629,-1.775794,-0.4634196,1.085629,-1.775794,INPUT
12.77941,-0.4681412,1.086012,-1.778586,-0.4681412,1.086012,-1.778586,INPUT
12.81449,-0.4644524,1.086128,-1.776912,-0.4644524,1.086128,-1.776912,INPUT
12.8703,-0.4637021,1.085588,-1.776424,-0.4637021,1.085588,-1.776424,INPUT
12.9037,-0.4637502,1.084855,-1.775504,-0.4637502,1.084855,-1.775504,INPUT
12.94544,-0.4640118,1.08428,-1.775148,-0.4640118,1.08428,-1.775148,INPUT
12.97615,-0.4637169,1.083848,-1.774324,-0.4637169,1.083848,-1.774324,INPUT
13.02771,-0.4625135,1.083873,-1.773775,-0.4625135,1.083873,-1.773775,INPUT
13.05973,-0.4625266,1.083673,-1.773612,-0.4625266,1.083673,-1.773612,INPUT
13.10845,-0.4619456,1.083336,-1.772643,-0.4619456,1.083336,-1.772643,INPUT
13.14639,-0.4619451,1.083188,-1.772401,-0.4619451,1.083188,-1.772401,INPUT
13.19964,-0.4626149,1.082814,-1.772388,-0.4626149,1.082814,-1.772388,INPUT
13.23316,-0.4618973,1.082477,-1.771715,-0.4618973,1.082477,-1.771715,INPUT
13.27619,-0.461739,1.082168,-1.771391,-0.461739,1.082168,-1.771391,INPUT
13.3079,-0.4618967,1.081991,-1.7716,-0.4618967,1.081991,-1.7716,INPUT
13.35768,-0.4625419,1.082059,-1.772276,-0.4625419,1.082059,-1.772276,INPUT
13.39649,-0.464909,1.082433,-1.774333,-0.464909,1.082433,-1.774333,INPUT
13.39649,-0.464909,1.082433,-1.774333,-0.464909,1.082433,-1.774333,TRIGGER
13.4259,-0.4671227,1.082256,-1.775473,-0.4671227,1.082256,-1.775473,INPUT
13.4748,-0.4713315,1.081706,-1.779134,-0.4713315,1.081706,-1.779134,INPUT
13.52727,-0.4714598,1.081879,-1.779342,-0.4714598,1.081879,-1.779342,INPUT
13.55811,-0.4682485,1.081982,-1.777361,-0.4682485,1.081982,-1.777361,INPUT
13.61163,-0.4679753,1.082731,-1.77765,-0.4679753,1.082731,-1.77765,INPUT
13.63979,-0.4686854,1.082796,-1.777473,-0.4686854,1.082796,-1.777473,INPUT
13.69248,-0.4674172,1.082971,-1.776811,-0.4674172,1.082971,-1.776811,INPUT
13.72421,-0.4668796,1.082499,-1.776149,-0.4668796,1.082499,-1.776149,INPUT
13.77589,-0.4679052,1.082265,-1.776823,-0.4679052,1.082265,-1.776823,INPUT
13.82433,-0.4670608,1.082019,-1.776184,-0.4670608,1.082019,-1.776184,INPUT
13.86958,-0.4670424,1.081592,-1.775731,-0.4670424,1.081592,-1.775731,INPUT
13.90163,-0.4676782,1.081402,-1.775946,-0.4676782,1.081402,-1.775946,INPUT
13.94148,-0.466805,1.081291,-1.775146,-0.466805,1.081291,-1.775146,INPUT
13.97519,-0.4670227,1.081024,-1.775052,-0.4670227,1.081024,-1.775052,INPUT
14.0272,-0.467605,1.080479,-1.774613,-0.467605,1.080479,-1.774613,INPUT
14.06871,-0.4671305,1.080002,-1.77386,-0.4671305,1.080002,-1.77386,INPUT
14.1067,-0.4687296,1.080145,-1.776087,-0.4687296,1.080145,-1.776087,INPUT
14.14032,-0.4688968,1.079949,-1.775913,-0.4688968,1.079949,-1.775913,INPUT
14.18965,-0.4675136,1.079297,-1.774619,-0.4675136,1.079297,-1.774619,INPUT
14.18965,-0.4675136,1.079297,-1.774619,-0.4675136,1.079297,-1.774619,TRIGGER
14.22442,-0.4687564,1.078597,-1.774324,-0.4687564,1.078597,-1.774324,INPUT
